code,name,country,city
MHN,Mullen,US,Mullen
MHO,Mount House,AU,
MHP,Minsk International 1,BY,Syenitsa
MHQ,Mariehamn Airport,AX,Mariehamn
MHR,Sacramento Mather Airport,US,
MHS,Rep,US,Mount Shasta
MHT,Manchester Boston Regional Airport,US,Manchester
MHU,Mount Hotham,AU,Mount Beauty
MHV,Kern County,US,Mojave
MHW,Monteagudo,BO,Monteagudo
MHX,Manihiki Island,CK,
MHY,Morehead,PG,
MHZ,Mildenhall Airport,GB,Lakenheath
MIA,Miami International Airport,US,Miami
MIB,Minot AFB,US,
MIC,Crystal,US,Brooklyn Center
MID,Manuel Crescencio Rejon International Airport,MX,Itzincab Palomeque
MIE,Delaware County,US,Muncie
MIF,Roy Hurd Memorial,US,Monahans
MIG,Mianyang Nanjiao Airport,CN,Mianyang
MIH,Mitchell Plateau,AU,
MII,Dr Gastao Vidigal Airport,BR,Marilia
MIJ,Mili Island,MH,Mili
MIK,Mikkeli,FI,Mikkeli
MIM,Merimbula Airport,AU,Merimbula
MIN,Minnipa,AU,Streaky Bay
MIO,Miami,US,Miami
MIP,Mitspeh Ramon,IL,Mitzpe Ramon
MIQ,Simón Bolívar International,US,
MIR,Habib Bourguiba International Airport,TN,Sahline
MIS,Misima Island,PG,
MIT,Kern County,US,Shafter
MIU,Maiduguri,NG,Maiduguri
MIV,Millville,US,Millville
MIW,Municipal,US,Conrad
MIX,Miriti,CO,
MIY,Mittiebah,AU,
MIZ,Mainoru,AU,
MJA,Manja,MG,
MJB,Mejit Island,MH,Mejit
MJC,Man,CI,Man
MJD,Mohenjodaro,PK,Dokri
MJE,Majkin,MH,
MJF,Kjaerstad Airport,NO,Mosjoen
MJG,Mayajigua,CU,Venezuela
MJI,Mitiga Tripoli Airport,LY,Tagiura
MJJ,Moki,PG,
MJK,Shark Bay,AU,
MJL,Mouila,GA,Mouila
MJM,Mbuji-Mayi,CD,Mbuji-Mayi
MJN,Amborovy,MG,Mahajanga
MJO,Mount Etjo Lodge,NA,
MJP,Manjimup,AU,Manjimup
MJQ,Jackson,US,Jackson
MJR,Miramar,AR,Miramar
MJS,Maganja Da Costa,MZ,Ressano Garcia
MJT,Mytilene International Airport,GR,Vareia
MJU,Tampa Padang Airport,ID,Mamuju
MJV,Murcia-San Javier Airport,ES,San Javier
MJW,Mahenye,ZW,Chiredzi
MJX,Robert J. Miller,US,Toms River
MJY,Mangunjaya,ID,Babat
MJZ,Mirnyj Airport,RU,Mirny
MKA,Marianske Lazne,CZ,Marianske Lazne
MKB,Mekambo,GA,
MKC,Charles B. Wheeler Downtown Airport,US,Kansas City
MKE,General Mitchell International Airport,US,Saint Francis
MKG,Muskegon Airport,US,Norton Shores
MKH,Mokhotlong,LS,
MKI,Mboki,CF,Obo
MKJ,Makoua,CG,Makoua
MKK,Molokai Airport,US,Kualapu'u
MKL,Mckellar Airport,US,Jackson
MKM,Mukah Airport,MY,
MKN,Malekolon,PG,
MKO,Davis Field,US,Muskogee
MKP,Makemo,PF,
MKQ,Mopah Airport,ID,
MKR,Meekatharra,AU,
MKS,Mekane Selam,ET,Debre Tabor
MKT,Municipal,US,Eagle Lake
MKU,Makokou,GA,Makokou
MKV,Mt Cavenagh,AU,
MKW,Rendani Airport,ID,Manokwari
MKY,Mackay Airport,AU,Mackay
MKZ,Malacca International Airport,MY,Batu Berendam
MLA,Malta International Airport,MT,Luqa
MLB,Orlando Melbourne International Airport,US,Melbourne
MLC,Mc Alester,US,McAlester
MLD,Malad City,US,Malad City
MLE,Male International Airport,MV,Male
MLF,Milford,US,Milford
MLG,Abdul Rachman Saleh Airport,ID,Singosari
MLH,EuroAirport Basel-Mulhouse-Freiburg,CH,Hesingue
MLI,Quad City International Airport,US,Coal Valley
MLJ,Baldwin County,US,Milledgeville
MLK,Malta,US,Malta
MLL,Marshall Don Hunter Sr. Airport,US,
MLM,Morelia Airport,MX,Alvaro Obregon
MLN,Melilla Airport,ES,Melilla
MLO,Milos Airport,GR,Adamas
MLP,Malabang,PH,Malabang
MLQ,Malalaua,PG,
MLR,Millicent,AU,Millicent
MLS,Municipal,US,Miles City
MLT,Millinocket,US,Millinocket
MLU,Monroe Regional Airport,US,Lakeshore
MLV,Merluna,AU,
MLW,Sprigg Payne,LR,Monrovia
MLX,Malatya Airport,TR,Yesilyurt
MLY,Manley Hot Springs,US,
MLZ,Cerro Largo,UY,Melo
MMA,Malmö Bulltofta Airport,DK,Arloev
MMB,Memanbetsu Airport,JP,Bihoro
MMC,Ciudad Mante,MX,Ciudad Mante
MMD,Maridor,JP,
MME,Durham Tees Valley Airport,GB,Bishopton
MMF,Mamfe,CM,Mamfe
MMG,Mount Magnet,AU,
MMH,Mammoth Lakes Airport,US,Mammoth Lakes
MMI,McMinn County,US,Decatur
MMJ,Matsumoto Airport,JP,Matsumoto
MMK,Murmansk Airport,RU,Murmashi
MML,Municipal-Ryan Field,US,Marshall
MMM,Middlemount,AU,Tieri
MMN,Minute Man Airfield,US,Stow
MMO,Vila Do Maio,CV,Vila do Maio
MMP,Mompos,CO,Mompos
MMQ,Mbala,ZM,Mbala
MMR,Camp Maybry AHP,US,Austin
MMS,Selfs,US,Marks
MMT,Mc Entire ANG Base,US,Springdale
MMU,Morristown Municipal Airport,US,Florham Park
MMV,Mal,PG,Lafayette
MMW,Moma,MZ,Antonio Enes
MMX,Malmo Airport,SE,Genarp
MMY,Miyako Airport,JP,
MMZ,Maimana,AF,Maymana
MNA,Melangguane,ID,Lirung
MNB,Moanda,CD,
MNC,Nacala,MZ,Nacala
MND,Medina,CO,Medina
MNE,Mungeranie,AU,
MNF,Mana Island Airstrip,FJ,
MNG,Maningrida Airport,AU,
MNH,Minneriya,LK,Kalmunai
MNI,Bramble Airport,MS,Saint Peters
MNJ,Mananjary,MG,Mananjary
MNK,Maiana,KI,Tarawa
MNL,Ninoy Aquino International Airport,PH,Makati City
MNM,Menominee,US,Marinette
MNN,Municipal,US,Marion
MNO,Manono,CD,Kabalo
MNP,Maron,PG,
MNQ,Monto,AU,
MNR,Mongu,ZM,Mongu
MNS,Mansa,ZM,Mansa
MNT,Minto,US,
MNU,Maulmyine,MM,Mawlamyine
MNV,Mountain Valley,AU,
MNW,Macdonald Downs,AU,
MNX,Manicore,BR,Manicore
MNY,Mono,SB,
MNZ,Manassas Regional Airport/Harry P. Davis Field,US,Manassas
MOA,Orestes Acosta,CU,Moa
MOB,Mobile Regional Airport,US,Tillmans Corner
MOC,Montes Claros Airport,BR,Montes Claros
MOD,Modesto Municipal Airport,US,Bystrom
MOE,Momeik,MM,Mogok
MOF,Wai Oti Airport,ID,Waioti
MOG,Mong Hsat,MM,Mae Ai
MOH,Maleo Airport,ID,Malili
MOI,Mitiaro Island,CK,
MOJ,Moengo,SR,Moengo
MOK,Muynak Airport,UZ,Muynak
MOL,Molde Airport Aro,NO,Molde
MOM,Moudjeria,MR,Barkewol
MON,Mount Cook Airport,NZ,
MOO,Moomba,AU,
MOP,Municipal,US,Mount Pleasant
MOQ,Morondava Airport,MG,Morondava
MOR,Moore-Murrell,US,Morristown
MOS,Intermediate,US,
MOT,Minot International Airport,US,Minot
MOU,Mountain Village Airport,US,
MOV,Moranbah Airport,AU,Moranbah
MOX,Municipal,US,Morris
MOY,Monterrey,CO,Monterrey
MOZ,Temae Airport,PF,Teavaro
MPA,Mpacha,NA,
MPB,Miami Sea Plane Base,US,
MPC,Muko-Muko,ID,Sungai Penuh
MPD,Mirpur Khas,PK,Mirpur Khas
MPE,Griswold,US,Madison
MPF,Mapoda,PG,
MPG,Makini,PG,
MPH,Boracay Airport,PH,Caticlan
MPI,Mamitupo,PA,Maria Chiquita
MPJ,Petit Jean Park,US,Morrilton
MPK,Mokpo,KR,Moppo
MPL,Montpellier Mediterranee Airport,FR,Perols
MPM,Maputo International Airport,MZ,
MPN,Mount Pleasant,FK,
MPO,Mt Pocono,US,Mount Pocono
MPP,Mulatupo,PA,
MPQ,Maan,JO,Ma'an
MPR,Mcpherson,US,McPherson
MPS,Mount Pleasant,US,Mount Pleasant
MPT,Maliana,TL,Akubala
MPU,Mapua,PG,
MPV,Edward F Knapp State,US,Montpelier
MPW,Mariupol,UA,Mariupol
MPX,Miyanmin,PG,
MPY,Maripasoula,GF,
MPZ,Municipal,US,Mount Pleasant
MQA,Mandora,AU,Broome
MQB,Municipal,US,Macomb
MQC,Miquelon Airport,PM,Miquelon
MQD,Maquinchao,AR,Maquinchao
MQE,Marqua,AU,
MQF,Magnitogorsk Airport,RU,Magnitogorsk
MQG,Midgard,NA,Okahandja
MQH,Municipal,BR,Cavalcante
MQI,Quincy,US,Quincy
MQJ,Moma,RU,
MQK,San Matias,BO,San Matias
MQL,Mildura Airport,AU,Mildura
MQM,Mardin Airport,TR,Kiziltepe
MQN,Mo i Rana Airport,NO,Mo i Rana
MQO,Malam,PG,
MQP,Kruger Mpumalanga International Airport,ZA,White River
MQQ,Moundou,TD,Moundou
MQR,Mosquera,CO,Mosquera
MQS,Mustique,VC,Port Elizabeth
MQT,Sawyer International Airport,US,K. I. Sawyer Air Force Base
MQU,Mariquita,CO,Mariquita
MQV,Mostaganem,DZ,Mostaganem
MQW,Telfair-Wheeler,US,Helena
MQX,Makale Airport,ET,Mekele
MQY,Smyrna,US,Smyrna
MQZ,Margaret River,AU,Margaret River
MRA,Misurata Airport,LY,Misratah
MRB,Eastern Wv Regional Airport/Shepherd Field,US,Martinsburg
MRC,Maury County,US,Columbia
MRD,A Carnevalli,VE,Merida
MRE,Mara Lodges Airport,KE,
MRF,Municipal,US,Marfa
MRG,Mareeba,AU,
MRH,May River,PG,
MRI,Merrill Field,US,Anchorage
MRJ,Marcala,HN,Marcala
MRK,Marco Island,US,Marco
MRL,Miners Lake,AU,Charters Towers
MRM,Manare,PG,
MRN,Lenoir,US,Morganton
MRO,Masterton/Hood Aerodrome,NZ,Masterton
MRP,Marla,AU,
MRQ,Marinduque,PH,Masiga
MRR,Macara,EC,Macara
MRS,Marseille Provence Airport,FR,Saint-Victoret
MRT,Moroak,AU,
MRU,Sir Seewoosagur Ramgoolam International Airport,MU,Plaine Magnien
MRV,Mineralnye Vody Airport,RU,Andzhiyevskiy
MRW,Maribo,DK,Holeby
MRX,Mahshahr Airport,IR,Bandar-e Mahshahr
MRY,Monterey Regional Airport,US,Del Rey Oaks
MRZ,Moree Airport,AU,Moree
MSA,Muskrat Dam,CA,
MSB,Marigot SPB,MF,
MSC,Falcon Field,US,Mesa
MSD,Mt Pleasant,US,Mount Pleasant
MSE,Kent International,GB,Westgate on Sea
MSF,Mount Swan,AU,
MSG,Matsaile,LS,
MSH,Masirah,OM,Badiyah
MSI,Masalembo,ID,Perreng
MSJ,Misawa,JP,Misawa
MSK,Mastic Point,BS,
MSL,Northwest Alabama Regional Airport,US,Muscle Shoals
MSM,Masi Manimba,CD,Bulungu
MSN,Dane County Regional Airport,US,Maple Bluff
MSO,Missoula International Airport,US,Orchard Homes
MSP,Minneapolis-St. Paul International Airport,US,Minneapolis
MSQ,Minsk National Airport,BY,Smilavichy
MSR,Mus Airport,TR,Haskoy
MSS,Richards Field,US,Massena
MST,Maastricht Aachen Airport,NL,Elsloo
MSU,Moshoeshoe International Airport,LS,Maseru
MSV,Sullivan County International,US,Liberty
MSW,Massawa International,ER,Massawa
MSX,Mossendjo,CG,Mossendjo
MSY,Louis Armstrong New Orleans International Airport,US,Kenner
MSZ,Yuri Gagarin Airport,AO,Namibe
MTA,Matamata,NZ,Matamata
MTB,Monte Libano,CO,Montelibano
MTC,Selfridge ANGB,US,Mount Clemens
MTD,Mt Sandford,AU,
MTE,Monte Alegre,BR,Monte Alegre
MTF,Mizan Teferi,ET,
MTG,Mato Grosso,BR,Diamantino
MTH,Florida Keys Marathon Airport,US,Marathon
MTI,Mosteiros,CV,Porto dos Mosteiros
MTJ,Montrose Regional Airport,US,Montrose
MTK,Makin Island,KI,Makin Village
MTL,Maitland,AU,Maitland
MTM,SPB,US,
MTN,Glenn L Martin,US,Bowleys Quarters
MTO,Coles County Memorial,US,Mattoon
MTP,Montauk Airport,US,Montauk
MTQ,Mitchell,AU,
MTR,Los Garzones Airport,CO,Cerete
MTS,Matsapha International,SZ,Kwaluseni
MTT,Minatitlan Airport,MX,Minatitlan
MTU,Montepuez,MZ,Montepuez
MTV,Mota Lava,VU,
MTW,Municipal,US,Manitowoc
MTX,Metro Field,US,College
MTY,Gen Mariano Escobedo Airport,MX,Ladrillera (Entronque Pesqueria)
MTZ,Masada,IL,Mas`adah
MUA,Munda Airport,SB,
MUB,Maun Airport,BW,
MUC,Franz Josef Strauss Airport,DE,Hallbergmoos
MUD,Mueda,MZ,Newala Kisimani
MUE,Kamuela,US,Waimea
MUF,Muting,ID,
MUG,Mulege,MX,
MUH,Mersa Matruh,EG,Mersa Matruh
MUI,Muir AAF,US,Jonestown
MUJ,Mui,ET,Mizan Teferi
MUK,Mauke Island,CK,
MUL,Spence,US,Moultrie
MUN,Jose Tadeo Monagas International Airport,VE,Maturin
MUO,Mountain Home AFB,US,Mountain Home
MUP,Mulga Park,AU,
MUQ,Muccan,AU,
MUR,Marudi Airport,MY,
MUS,Marcus Island,JP,
MUT,Muscatine,US,Muscatine
MUU,Mount Union,US,Mount Union
MUW,Mascara-Ghriss,DZ,Mascara
MUX,Multan Airport,PK,Multan
MUY,Mouyondzi,CG,Madingou
MUZ,Musoma Airport,TZ,Musoma
MVA,Reykiahlid,IS,Laugar
MVB,Franceville/Mvengue,GA,Franceville
MVC,Monroe - Walton County,US,Monroeville
MVD,Carrasco International Airport,UY,Paso de Carrasco
MVE,Montevideo-Chippewa,US,Montevideo
MVF,Dixsept Rosado,BR,Mossoro
MVG,Mevang,GA,Ndjole
MVH,Macksville,AU,Macksville
MVI,Manetai,PG,
MVJ,Marlboro,JM,Mandeville
MVK,Mulka,AU,
MVL,Morrisville-Stowe,US,Morrisville
MVM,Monument Valley,US,Kayenta
MVN,Mt Vernon-Outland,US,Mount Vernon
MVO,Mongo,TD,Mongo
MVP,Mitu,CO,
MVQ,Mogilev,BY,Vishow
MVR,Salam,CM,Maroua
MVS,Aeroporto Max Feffer,BR,Mucuri
MVT,Mataiva,PF,
MVU,Musgrave,AU,Cooktown
MVV,Megeve,FR,Megeve
MVW,Skagit Regional,US,Mount Vernon
MVX,Minvoul,GA,Bitam
MVY,Martha's Vineyard Airport,US,
MVZ,Masvingo,ZW,Masvingo
MWA,Williamson County Airport,US,Energy
MWB,Morawa,AU,Dongara
MWC,Lawrence J Timmerman,US,
MWD,Mianwali,PK,Mianwali
MWE,Merowe,SD,Marawi
MWF,Maewo,VU,
MWG,Marawaka,PG,
MWH,Grant County,US,Moses Lake North
MWI,Maramuni,PG,
MWJ,Matthews Ridge,GY,Bartica
MWK,Matak,ID,
MWL,Mineral Wells Airport,US,Mineral Wells
MWM,Windom Municipal,US,Windom
MWN,Mwadui,TZ,Mwadui
MWO,Hook Field,US,Middletown
MWP,Mountain,NP,
MWQ,Magwe,MM,Magway
MWR,Motswari Airfield,ZA,
MWS,Mount Wilson,US,Sierra Madre
MWT,Moolawatana,AU,
MWU,Mussau,PG,
MWV,Mundulkiri,KH,Senmonourom
MWX,Muan International Airport,KR,Muan
MWY,Miranda Downs,AU,
MWZ,Mwanza Airport,TZ,Mwanza
MXA,Municipal,US,Manila
MXB,Masamba,ID,Masamba
MXC,San Juan County,US,Monticello
MXD,Marion Downs,AU,
MXE,Maxton,US,Maxton
MXF,Maxwell AFB,US,Montgomery
MXG,Marlborough,US,Marlborough
MXH,Moro Airport,PG,
MXI,Imelda Romualdez Marcos,PH,Mati
MXJ,Minna,NG,Minna
MXK,Mindik,PG,
MXL,Mexicali Airport,MX,Islas Agrarias Grupo A
MXM,Morombe,MG,
MXN,Morlaix,FR,Saint-Martin-des-Champs
MXO,Municipal,US,Monticello
MXP,Milano Malpensa Airport,IT,Vizzola Ticino
MXQ,Lorenzo Airport,BR,Cairu
MXR,Mirgorod,UA,Myrhorod
MXS,Maota Savaii Island,WS,Safotulafai
MXT,Maintirano,MG,
MXU,Mullewa,AU,Waggrakine
MXV,Moron,MN,Murun-kuren
MXW,Mandalgobi,MN,Mandalgovi
MXX,Mora Airport,SE,Mora
MXY,Mccarthy,US,
MXZ,Mei Xian Airport,CN,Sanjiao
MYA,Moruya Airport,AU,Broulee
MYB,Mayoumba,GA,Mayumba
MYC,Maracay,VE,Moron
MYD,Malindi Airport,KE,Malindi
MYE,Miyake Jima,JP,Shimoda
MYF,Montgomery Field,US,
MYG,Mayaguana Airport,BS,
MYH,Marble Canyon,US,
MYI,Murray Island,AU,
MYJ,Matsuyama Airport,JP,Masaki-cho
MYK,May Creek,US,
MYL,Mccall,US,McCall
MYM,Monkey Mountain,GY,
MYN,Mareb,YE,Ma'rib
MYO,Myroodah,AU,
MYP,Mary Airport,TM,Mary
MYQ,Mysore,IN,Mysore
MYR,Myrtle Beach International Airport,US,Myrtle Beach
MYT,Myitkyina Airport,MM,Myitkyina
MYU,Ellis Field,US,
MYV,Yuba County,US,Olivehurst
MYW,Mtwara Airport,TZ,Mtwara
MYX,Menyamya,PG,
MYY,Miri Airport,MY,Miri
MYZ,Monkey Bay,MW,Chipoka
MZA,Mayor Pnp Nancy Flore Airport,PE,Mazamari
MZB,Mocimboa Praia,MZ,Mocimboa
MZC,Mitzic,GA,Mitzic
MZD,Mendez,EC,
MZE,Manatee,BZ,
MZF,Mzamba(Wild Coast Sun),ZA,Butterworth
MZG,Magong Airport,TW,
MZH,Merzifon Airport,TR,Merzifon
MZI,Mopti,ML,Mopti
MZJ,Marana,US,Avra Valley
MZK,Marakei,KI,Rawannawi Village
MZL,La Nubia Airport,CO,Villamaria
MZM,Frescaty,FR,Marly
MZN,Minj,PG,
MZO,Sierra Maestra Airport,CU,Manzanillo
MZP,Motueka,NZ,Motueka
MZQ,Mkuze,ZA,Mkuze
MZR,Mazar-I-Sharif Airport,AF,Mazar-e Sharif
MZS,Mostyn,MY,
MZT,Mazatlan International Airport,MX,Villa Union
MZU,Muzaffarpur,IN,Muzaffarpur
MZV,Mulu Airport,MY,
MZW,Mechria,DZ,Naama
MZX,Mena,ET,Goba
MZY,Mossel Bay,ZA,Mossel Bay
MZZ,Marion,US,Jonesboro
NAA,Narrabri,AU,
NAB,Albany NAS,US,Albany
NAC,Naracoorte,AU,Naracoorte
NAD,Macanal,CO,Maroa
NAE,Natitingou,BJ,Natitingou
NAF,Banaina,ID,Long Beluah
NAG,Dr. Babasaheb Ambedkar International Airport,IN,Nagpur
NAH,Naha,ID,Enemawira
NAI,Annai,GY,
NAJ,Nakhichevan Airport,AZ,Tazakend
NAK,Nakhon Ratchasima,TH,Nakhon Ratchasima
NAL,Nalchik Airport,RU,Nartan
NAM,Namlea,ID,Namlea
NAN,Nadi International Airport,FJ,
NAO,Nanchong Airport,CN,Nanchong
NAP,Naples International Airport,IT,Casavatore
NAQ,Qaanaaq Airport,GL,
NAR,Nare,CO,
NAS,Lynden Pindling International Airport,BS,
NAT,Sao Goncalo do Amarante-Governador Aluizio Alves Intl Airport,BR,Parnamirim
NAU,Napuka Island,PF,
NAV,Nevsehir,TR,Nevsehir
NAW,Narathiwat Airport,TH,Bacho
NAY,Beijing Nanyuan Airport,CN,Nanyuan
NAZ,Nana,SB,
NBA,Nambaiyufa,PG,Goroka
NBB,Barrancominas,CO,
NBC,Begishevo Airport,RU,Yelabuga
NBE,Enfidha - Hammamet International Airport,TN,Harqalah
NBG,NAS/Alvin Callendar,US,Timberlane
NBH,Nambucca Heads,AU,Nambucca
NBJ,Dr. Antonio Agostinho Neto International Airport,AO,
NBL,San Blas,PA,El Progreso
NBN,Annobón,GQ,Pale
NBO,Jomo Kenyatta International Airport,KE,Pumwani
NBS,Changbaishan Airport,CN,Manjiang
NBU,NAS,US,Glenwood Springs
NBV,Cana Brava,BR,Joao Pinheiro
NBW,Guantanamo NAS,CU,Guantanamo
NBX,Nabire,ID,
NCA,North Caicos,TC,
NCE,Cote D'Azur Airport,FR,Saint-Laurent-du-Var
NCG,Nueva Casas Grandes,MX,Nuevo Casas Grandes
NCH,Nachingwea,TZ,Nachingwea
NCI,Necocli,CO,
NCJ,Sunchales,AR,Sunchales
NCL,Newcastle International Airport,GB,Ponteland
NCN,New Chenega,US,
NCO,NAS,US,West Tisbury
NCR,San Carlos,NI,San Carlos
NCS,Newcastle,ZA,Newcastle
NCT,Guanacaste,CR,
NCU,Nukus Airport,UZ,Nukus
NCY,Annecy-Meythe,FR,Metz-Tessy
NDA,Bandanaira,ID,Werinama
NDB,Nouadhibou Airport,MR,
NDC,Nanded,IN,Nanded
NDD,Sumbe,AO,
NDE,Mandera,KE,Mandera
NDF,Ndalatandos,AO,N'dalatando
NDG,Qiqihar Airport,CN,Nanhang
NDI,Namudi,PG,
NDJ,Ndjamena Airport,TD,N'Djamena
NDK,Namdrik Island,MH,Namdrik
NDL,Ndele,CF,Ndele
NDM,Mendi,ET,Mendi
NDN,Nadunumu,PG,
NDO,La Palma Del Condado,ES,Villarrasa
NDR,Nador International Airport,MA,Selouane
NDS,Sandstone,AU,
NDU,Rundu,NA,Rundu
NDV,USN Heliport,US,
NDY,Sanday,GB,
NEA,Brunswick Golden Isles,US,Country Club Estates
NEC,Necochea,AR,Necochea
NEF,Neftekamsk,RU,Neftekamsk
NEG,Negril,JM,Negril
NEI,Terney Airport,RU,Terney
NEJ,Nejjo,ET,Nejo
NEK,Nekemt,ET,
NEL,Naec,US,Lakehurst
NEN,Olf Usn,US,Baldwin
NER,Neryungri Airport,RU,Neryungri
NES,East 34th St Landing,US,
NET,New Bight,BS,
NEU,Sam Neua,LA,Xam Nua
NEV,Newcastle Airport,KN,Newcastle
NEW,Lakefront Airport,US,Arabi
NFB,Detroit NAF,US,Capac
NFG,Nefteyugansk,RU,Barsovo
NFL,Fallon Naval Air Station (Van Voorhis Field),US,Fallon
NFO,Mata'aho,TO,
NFR,Nafoora,LY,Gialo
NGA,Young,AU,Young
NGB,Ningbo Airport,CN,Gulin
NGC,North Rim,US,Grand Canyon
NGD,Captain Auguste George,VG,
NGE,Ngaoundéré,CM,Ngaoundere
NGF,Marine Corps Air Station Kaneohe Bay,US,Marine Corps Base Hawaii - MCBH
NGI,Ngau Island,FJ,Levuka
NGK,Nogliki Airport,RU,Nogliki
NGL,Ngala Airfield,ZA,Lisala
NGN,Nargana,PA,Palmira
NGO,Chubu Centrair International Airport,JP,Tokoname
NGP,NAS,US,
NGQ,Ngari Gunsa/Ali Kunsha,CN,
NGR,Ningerum,PG,
NGS,Nagasaki Airport,JP,
NGU,NAS Chambers,US,Columbia
NGW,Cabaniss Field,US,Corpus Christi
NGX,Manang,NP,Kathmandu
NGZ,NAS,US,Alameda
NHA,Nha Trang,VN,Nha Trang
NHD,Minhad AB,AE,Dubai
NHF,New Halfa,SD,Aroma
NHK,Patuxent River NAS,US,Drum Point
NHS,Nushki,PK,Nushki
NHT,Northolt,GB,Greenford
NHV,Nuku Hiva Airport,PF,
NHX,Barin Olf Osn,US,Foley
NHZ,NAS,US,Brunswick
NIA,Nimba,LR,New Yekepa
NIB,Nikolai,US,
NIC,Nicosia International,CY,Kato Deftera
NIE,Niblack,US,
NIF,Nifty Airport,AU,
NIG,Nikunau,KI,
NIK,Niokolo Koba,SN,
NIM,Niamey Airport,NE,Niamey
NIN,Ninilchik,US,
NIO,Nioki,CD,Nioki
NIP,Jacksonville NAS,US,
NIR,Chase Field NAS,US,Beeville
NIS,Simberi,PG,
NIT,Niort,FR,Niort
NIU,Niau,PF,
NIX,Nioro,ML,Nioro
NJA,Atsugi NAS,JP,Atsugi
NJC,Nizhnevartovsk Airport,RU,Nizhnevartovsk
NJF,Al-Najaf International Airport,IQ,An Najaf
NJJ,Nenjian Melgen Airport,CN,Changfu
NJK,El Centro NAF,US,
NKA,Nkan,GA,Ntoum
NKB,Noonkanbah,AU,Derby
NKC,Nouakchott International Airport,MR,Nouakchott
NKD,Sinak,ID,Batang
NKG,Nanjing Lukou International Airport,CN,Lukou
NKI,Naukiti,US,
NKL,Nkolo,CD,Bolobo
NKM,Nagoya Airport,JP,Komaki
NKN,Nankina,PG,
NKO,Ankokoambo,MG,Coracao de Jesus
NKP,Nakhon Phanom Airport,TH,Nakhon Phanom
NKS,Nkongsamba,CM,Nkongsamba
NKT,Shirnak,TR,Tililan
NKU,Nkaus,LS,
NKV,Nichen Cove,US,
NKX,Miramar MS,US,Poway
NKY,Nkayi,CG,Kayes
NLA,Simon Mwansa Kapwepwe International Airport,ZM,Ndola
NLC,Lemoore NAS (Reeves Field),US,Lemoore
NLD,Quetzalcoatl International Airport,MX,Nuevo Laredo
NLE,Jerry Tyler Memorial,US,Niles
NLF,Darnley Island,AU,
NLG,Nelson Lagoon,US,
NLH,Ninglang Luguhu Airport,CN,Daxing
NLI,Nikolaevsk-na-Amure,RU,Nikolayevsk-on-Amure
NLK,Norfolk Island Airport,NF,Kingston
NLL,Nullagine,AU,
NLN,Kneeland,US,Blue Lake
NLO,N'dolo,CD,Kinshasa
NLP,Nelspruit Airport,ZA,Nelspruit
NLS,Nicholson,AU,
NLT,Nalati Airport,CN,Tuergen
NLU,Santa Lucia,MX,Benito Juarez
NLV,Nikolaev (Mykolaiv),UA,Mykolayiv
NMA,Namangan Airport,UZ,Namangan Shahri
NMB,Daman,IN,Vapi
NMC,Norman's Cay,BS,
NME,Nightmute Airport,US,
NMF,Maafaru International Airport,MV,Manadhoo
NMG,San Miguel,PA,La Palma
NMI,Navi Mumbai International Airport,IN,
NML,Mildred Lake,CA,
NMN,Nomane,PG,
NMP,New Moon,AU,
NMR,Nappa Merry,AU,
NMS,Namsang,MM,Taunggyi
NMT,Namtu,MM,Lashio
NMU,Namu,MH,Loen
NNA,NAF,MA,Kenitra
NNB,Santa Ana Airport,SB,
NND,Nangade,MZ,Namalenga
NNG,Nanning Airport,CN,
NNI,Namutoni,NA,
NNK,Naknek,US,
NNL,Nondalton,US,
NNM,Naryan-Mar Airport,RU,Iskateley
NNR,Connemara,IE,Oughterard
NNT,Nan Airport,TH,Nan
NNU,Nanuque,BR,Nanuque
NNX,Nunukan Airport,ID,Binalawan
NNY,Nanyang Airport,CN,
NOA,Nowra,AU,Falls Creek
NOB,Nosara Beach,CR,
NOC,Ireland West Airport Knock,IE,Swinford
NOD,Norden Norddeich Airport,DE,Norden
NOG,Nogales,MX,
NOH,Chicago NAS,US,
NOI,Novorossijsk,RU,Novorossiysk
NOJ,Nojabrxsk Airport,RU,Noyabrsk
NOK,Nova Xavantina,BR,Araguaiana
NOL,Nakolik River,US,
NOM,Nomad River,PG,
NON,Nonouti,KI,
NOO,Naoro,PG,
NOP,Sinop Airport - Turkey,TR,
NOR,Nordfjordur,IS,
NOS,Fascene Airport,MG,Hell-Ville
NOT,Novato,US,Novato
NOU,Tontouta Airport,NC,Paita
NOV,Huambo,AO,Huambo
NOZ,Novokuznetsk Airport,RU,Novokuznetsk
NPA,Pensacola NAS,US,Pensacola
NPE,Hawkes Bay Airport,NZ,Napier
